NCT_ID,AnyPregGPT,Preg_Only_GPT,Category,Secondary category,Pain,Summary,Certainty
NCT01830881,1,0,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,33. Other mental health,1,"The trial evaluates the use of midazolam for anxiety and pain management in first-trimester surgical abortion. Pregnant individuals can enroll, but it is not exclusive to them. The primary focus is on abortion procedures, with a secondary focus on mental health due to the evaluation of anxiety.",95
NCT03867383,1,1,15. C-section/caesarean,28. Postpartum sepsis/hemorrhage/complications,0,"This trial involves pregnant women undergoing Cesarean delivery and aims to prevent uterine atony and hemorrhage using calcium chloride. The primary focus is on Cesarean section complications, with a secondary focus on postpartum hemorrhage.",95
NCT01436266,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,28. Postpartum sepsis/hemorrhage/complications,1,"This trial evaluates the effect of buccal misoprostol on blood loss in second-trimester surgical abortion. It involves pregnant individuals undergoing surgical termination of pregnancy, thus fitting into the category of 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage.' The focus on blood loss also aligns with 'Postpartum sepsis/hemorrhage/complications.' Pain management is a secondary outcome, hence the Pain variable is set to 1.",95
NCT01479478,1,1,23. GBS,None,0,This trial investigates the effect of oral probiotic supplementation on Group B Streptococcus (GBS) recto-vaginal colonization in pregnant women. The study exclusively enrolls pregnant women and aims to reduce the need for antibiotics during labor by decreasing GBS colonization.,100
NCT01481740,1,1,15. C-section/caesarean,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",0,"This study focuses on the prevention of spinal-induced hypotension in obese parturients undergoing cesarean deliveries. It compares the efficacy of phenylephrine infusion versus boluses. The trial exclusively enrolls pregnant individuals undergoing C-sections, fitting well into the 'C-section/caesarean' category. Additionally, it involves labor management, making 'Labor induction/Labor management/Other labor and delivery' a secondary category.",95
NCT02408315,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"The trial compares the efficacy and safety of vaginal and buccal misoprostol for labor induction in pregnant women at or beyond 37 weeks gestation. The primary focus is on labor induction, fitting the category of 'Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)'. The trial exclusively enrolls pregnant women, hence 'Preg_Only_GPT' is 1. There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT06297499,1,1,15. C-section/caesarean,27. Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis,1,"This trial investigates the timing of ondansetron administration to prevent pruritus and nausea/vomiting in patients undergoing cesarean section under spinal anesthesia with opioids. The study exclusively enrolls pregnant individuals undergoing elective cesarean delivery, making it relevant to the category of C-section/caesarean. Additionally, the focus on nausea and vomiting as side effects justifies the secondary category. The trial also evaluates pain management, as it involves the use of opioids and their side effects.",95
NCT05912517,1,1,8. Fetal growth/IUGR/Fetal Growth Retardation,6. Anemia,0,"The trial evaluates the efficacy of nipocalimab in pregnant individuals at risk for severe hemolytic disease of the fetus and newborn (HDFN), which can lead to fetal anemia and growth issues. The study exclusively enrolls pregnant participants, making it relevant to fetal growth and anemia.",95
NCT03138252,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"The trial focuses on determining the optimal method for induction of labor in multiparous women with an unfavorable cervix, specifically comparing the use of a cervical ripening balloon with and without oxytocin. This clearly falls under labor induction and management. The trial exclusively enrolls pregnant individuals, hence the classification of Preg_Only_GPT as 1.",100
NCT01801475,1,0,27. Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis,15. C-section/caesarean,0,"The trial involves the use of Ondansetron (Zofran) to prevent nausea in pregnant women undergoing C-sections and evaluates its pharmacokinetics. Pregnant women and their babies are enrolled, as well as non-pregnant women undergoing surgery. The primary focus is on nausea prevention during pregnancy, with a secondary focus on C-sections.",95
NCT03735433,1,0,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,None,0,"The trial investigates the effect of different doses of aspirin for the prevention of preeclampsia in obese women, which directly relates to hypertension and pre-eclampsia. Pregnant individuals can enroll, but it is not exclusively for pregnant individuals.",100
NCT01666912,1,0,30. Other - maternal/parental/pregnant person disease or injury,None,0,"This study involves adolescent women in the postpartum period and evaluates the timing of contraceptive implant insertion. It includes pregnant individuals but does not exclusively enroll them. The primary focus is on contraception postpartum, which fits best under 'Other - maternal/parental/pregnant person disease or injury.' There is no indication that the study evaluates a pain management drug or intervention.",95
NCT05906303,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"The trial focuses on the benefit of caffeine and sodium benzoate on the second stage of labor in nulliparous pregnant mothers at term. It is specifically designed for pregnant individuals, making it a pregnancy-only trial. The primary category is labor management as it deals with the second stage of labor.",95
NCT03944512,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,None,0,"This study is a randomized controlled trial evaluating the use of pravastatin to prevent preeclampsia in high-risk pregnant women. The primary focus is on preeclampsia, which falls under the category of hypertension/pre-eclampsia/eclampsia/HELLP syndrome. The trial exclusively enrolls pregnant women, hence the 'Preg_Only_GPT' is set to 1. There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT02473276,1,1,22. Pregnancy headache/leg cramps,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",1,The trial focuses on preventing postdural puncture headache (PDPH) in parturients who have had accidental dural puncture during neuraxial labor analgesia. This directly relates to pregnancy headaches and labor management. The use of neuraxial morphine for pain management is a key aspect of the study.,95
NCT02725710,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"This trial evaluates the impact of gabapentin on perioperative pain for women undergoing uterine aspiration, which is a procedure related to abortion. The study specifically targets pregnant individuals seeking surgical abortion, making it relevant to the category of abortion-related interventions. The focus on pain management justifies the 'Pain' classification.",100
NCT01733212,1,1,15. C-section/caesarean,27. Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis,1,"This trial evaluates the efficacy of ginger on intraoperative and postoperative nausea and vomiting in elective cesarean section patients. It specifically targets pregnant individuals undergoing c-sections and assesses outcomes related to nausea, vomiting, and post-operative analgesia. The primary category is 'C-section/caesarean' due to the focus on cesarean section patients, and the secondary category is 'Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis' due to the focus on nausea and vomiting. Pain management is also evaluated, hence the Pain variable is set to 1.",95
NCT01321710,1,0,30. Other - maternal/parental/pregnant person disease or injury,None,1,"The trial involves a behavioral intervention to minimize sleep disruption and fatigue in new mothers after childbirth, and tests an acetaminophen intervention for infant and maternal sleep. Pregnant women expecting their first singleton birth are eligible, indicating that pregnant individuals can enroll. The trial does not exclusively enroll pregnant individuals, as it includes postpartum women. The primary focus is on maternal sleep disturbance, fitting best under 'Other - maternal/parental/pregnant person disease or injury.' The use of acetaminophen for pain management justifies the 'Pain' classification.",95
